Id,y
50100,2.0215852
50101,2.1499653
50102,1.6010511
50103,2.1465595
50104,1.8734148
50105,1.5946634
50106,1.9852839
50107,2.3726435
50108,1.9022417
50109,1.927233
50110,1.4580011
50111,1.8502047
50112,1.6024771
50113,1.6894197
50114,1.9085352
50115,2.117382
50116,1.5607581
50117,1.8289859
50118,2.114794
50119,1.6774831
50120,1.9554248
50121,2.2362497
50122,1.0344653
50123,1.8446627
50124,1.4743168
50125,1.8135383
50126,1.8013785
50127,1.9160533
50128,1.5164688
50129,1.9508867
50130,2.0249844
50131,2.0446298
50132,1.71596
50133,1.6591368
50134,1.8920345
50135,2.2371104
50136,1.9072726
50137,1.8435545
50138,1.6912842
50139,1.8237877
50140,1.9453733
50141,2.360522
50142,2.0465417
50143,1.5740659
50144,1.885308
50145,1.986882
50146,1.9488504
50147,2.1349132
50148,1.9122624
50149,1.6922443
50150,1.5288966
50151,1.631799
50152,1.7317843
50153,2.0747914
50154,1.6017518
50155,2.2030041
50156,2.049307
50157,1.3843944
50158,2.0884893
50159,1.2352574
50160,1.6976495
50161,2.1276207
50162,2.0121233
50163,2.1408365
50164,1.6807103
50165,1.5854831
50166,1.4573336
50167,1.7432606
50168,1.757617
50169,1.116962
50170,2.0657039
50171,2.084826
50172,1.7501762
50173,1.9005072
50174,2.0162556
50175,1.4908276
50176,2.2168648
50177,2.1883602
50178,2.1098254
50179,1.9011936
50180,2.1194494
50181,1.8265464
50182,2.0428271
50183,1.4913878
50184,2.0894132
50185,1.6184778
50186,2.0980115
50187,2.2028747
50188,2.0974655
50189,2.1424854
50190,2.2364779
50191,1.9271157
50192,2.2025523
50193,2.1520927
50194,1.8516119
50195,1.6471646
50196,2.0442595
50197,1.8039553
50198,2.0154135
50199,2.1055171
50200,1.7817109
50201,2.3506067
50202,1.5891123
50203,1.8291147
50204,1.5912809
50205,1.4857771
50206,1.9686663
50207,2.0115795
50208,1.8487616
50209,1.4441829
50210,1.9063711
50211,1.5224106
50212,1.9499321
50213,2.3119438
50214,1.98312
50215,1.5354555
50216,1.3773825
50217,1.5847628
50218,1.9097672
50219,2.2213533
50220,2.1458418
50221,2.0327694
50222,2.0450263
50223,1.9127133
50224,1.7817848
50225,2.1804142
50226,1.7760668
50227,2.1618347
50228,1.8462634
50229,2.0777912
50230,1.8825963
50231,1.8256168
50232,1.9681251
50233,2.173751
50234,1.5570998
50235,1.5286927
50236,1.7068021
50237,1.7810302
50238,1.8772454
50239,2.0675323
50240,2.079663
50241,1.3376045
50242,2.1994076
50243,1.858257
50244,1.4815004
50245,1.7808881
50246,2.2432985
50247,1.2968934
50248,2.4603007
50249,2.2702007
50250,2.0196793
50251,1.6779583
50252,2.192628
50253,2.0731554
50254,1.6965773
50255,1.8326962
50256,2.105356
50257,1.8722708
50258,1.624119
50259,2.0474663
50260,1.0680401
50261,1.9949243
50262,1.910682
50263,1.8469408
50264,1.2459931
50265,1.7358248
50266,2.0006115
50267,2.175896
50268,1.8717425
50269,1.5982726
50270,2.1700294
50271,2.0507176
50272,2.1339495
50273,2.1109188
50274,2.0353312
50275,1.4592841
50276,2.1574743
50277,1.8842361
50278,1.4927335
50279,1.7306912
50280,2.0292423
50281,1.4449539
50282,2.1442423
50283,2.0922909
50284,1.7725863
50285,1.6736498
50286,1.9293149
50287,2.365021
50288,2.2164862
50289,1.6715188
50290,2.0808837
50291,2.089082
50292,1.8248811
50293,2.122034
50294,1.7662129
50295,1.8086865
50296,2.2927454
50297,1.6796625
50298,1.9946473
50299,2.2515218
50300,2.1032321
50301,1.8506622
50302,2.1271584
50303,2.1737428
50304,1.710793
50305,1.0230141
50306,1.3716235
50307,2.094158
50308,2.001457
50309,1.4632599
50310,2.2906642
50311,1.8833163
50312,2.185714
50313,2.1028585
50314,1.6558323
50315,1.8484025
50316,1.4959748
50317,1.5273855
50318,2.154301
50319,1.9613595
50320,2.1529589
50321,1.9782445
50322,2.2879364
50323,1.2902071
50324,1.9146626
50325,2.0087743
50326,1.908699
50327,1.8816652
50328,1.8038738
50329,2.0108266
50330,1.7861488
50331,1.8904514
50332,1.6576471
50333,1.6112192
50334,1.5705698
50335,1.6222663
50336,1.976042
50337,1.45895
50338,1.9029462
50339,1.9408977
50340,1.7227056
50341,1.4162216
50342,1.9519551
50343,1.3045044
50344,1.7937701
50345,2.1674123
50346,1.2833471
50347,2.2687867
50348,2.0470817
50349,1.3030472
50350,2.1466649
50351,1.9488721
50352,1.6636751
50353,1.5416658
50354,1.6641388
50355,1.5740788
50356,1.9750192
50357,1.9585302
50358,2.0518727
50359,1.8028743
50360,2.0717866
50361,1.9756625
50362,1.7017703
50363,1.820075
50364,1.8774841
50365,1.6097217
50366,2.1141973
50367,1.6477098
50368,2.2301106
50369,2.2109993
50370,2.4001386
50371,2.0863314
50372,2.0447986
50373,1.7894485
50374,1.9761522
50375,1.870647
50376,2.1424944
50377,1.4508326
50378,2.1355343
50379,1.6240761
50380,1.8962858
50381,1.8665881
50382,2.0960631
50383,1.9873908
50384,2.032715
50385,2.140653
50386,1.3921797
50387,2.1223426
50388,1.7471843
50389,2.1347399
50390,1.5214932
50391,2.0461733
50392,2.0176961
50393,1.7252944
50394,1.6980264
50395,1.7123609
50396,2.1798801
50397,1.6386635
50398,1.4756596
50399,1.806499
50400,2.3076727
50401,1.5412118
50402,1.7765701
50403,2.095105
50404,2.0289447
50405,2.115896
50406,2.1378093
50407,2.0039175
50408,1.8928051
50409,1.5866704
50410,1.8747704
50411,1.9568374
50412,2.0775175
50413,1.8922596
50414,1.8081126
50415,1.7347996
50416,1.7713609
50417,1.8367558
50418,1.9342458
50419,1.848191
50420,1.891906
50421,2.1098928
50422,1.86022
50423,2.1557055
50424,1.5512483
50425,1.6967287
50426,1.7576334
50427,2.1090987
50428,2.1502035
50429,1.9680388
50430,2.1833117
50431,1.9345341
50432,1.6794846
50433,1.4452755
50434,2.1374352
50435,2.2970574
50436,1.7673037
50437,2.030925
50438,1.4985211
50439,1.9707365
50440,1.4484992
50441,2.1670506
50442,2.222495
50443,1.7815506
50444,1.9215047
50445,1.4856403
50446,1.7923188
50447,1.4390402
50448,1.4295795
50449,2.211869
50450,2.0037806
50451,2.1691663
50452,2.2622826
50453,2.196552
50454,1.9292192
50455,1.9081852
50456,1.6755953
50457,1.5760748
50458,1.8209827
50459,1.6800334
50460,1.9178612
50461,1.5879104
50462,2.232201
50463,1.8980265
50464,1.5541193
50465,1.5535741
50466,1.2624502
50467,2.102403
50468,2.1241953
50469,1.6147909
50470,1.5604715
50471,2.030522
50472,2.0331528
50473,1.8972244
50474,1.9279251
50475,1.7018478
50476,1.7310824
50477,2.1354547
50478,2.0671241
50479,2.0659623
50480,1.756542
50481,2.110342
50482,2.3392842
50483,1.8056142
50484,1.5916085
50485,1.6102302
50486,2.0478973
50487,2.0309536
50488,2.0390995
50489,2.0889227
50490,1.7867415
50491,2.2512074
50492,2.0857482
50493,2.1739469
50494,2.2739892
50495,1.301585
50496,1.4931018
50497,1.8542457
50498,2.005906
50499,1.3765552
50500,1.5185912
50501,1.7828419
50502,1.3685808
50503,1.8244011
50504,1.5321126
50505,1.763243
50506,1.8068802
50507,2.1579118
50508,1.9390571
50509,1.3182914
50510,1.820344
50511,1.5980573
50512,2.0783794
50513,2.2692974
50514,1.9870694
50515,1.6673596
50516,1.977593
50517,2.0238507
50518,1.1869271
50519,1.2488475
50520,1.8937156
50521,1.8864954
50522,2.1544852
50523,1.765219
50524,2.2381456
50525,1.7536919
50526,1.7091115
50527,1.660914
50528,1.7673213
50529,1.2548583
50530,1.7829018
50531,1.7791123
50532,2.0383818
50533,1.7184796
50534,1.9336815
50535,1.9046476
50536,1.8175905
50537,1.9168262
50538,2.025406
50539,1.7698362
50540,2.334464
50541,1.9912682
