Id,y
50100,1.8032308
50101,2.2484024
50102,1.7384589
50103,2.3696573
50104,1.7255621
50105,1.5397327
50106,1.9969139
50107,2.4374971
50108,1.8714826
50109,1.9314587
50110,1.5442736
50111,1.6509125
50112,1.4696772
50113,1.6428931
50114,1.8449738
50115,2.1791642
50116,1.4838085
50117,1.7305198
50118,2.0045426
50119,1.659147
50120,2.0012958
50121,2.065589
50122,0.9928241
50123,1.889538
50124,1.6307521
50125,1.94418
50126,1.5192738
50127,1.7120204
50128,1.6568143
50129,2.0946183
50130,2.019416
50131,2.1401675
50132,1.6559408
50133,1.5414491
50134,1.7518156
50135,2.3018727
50136,1.6917048
50137,1.8679059
50138,1.6597888
50139,1.5809758
50140,2.231704
50141,2.3666162
50142,1.8978667
50143,1.3661458
50144,1.7056129
50145,2.2140617
50146,1.7330649
50147,2.35021
50148,1.9327328
50149,1.7131851
50150,1.4177544
50151,1.5754242
50152,1.5226886
50153,2.1079173
50154,1.7876108
50155,2.30613
50156,2.1237192
50157,1.0185246
50158,1.9391727
50159,1.2459736
50160,1.7303512
50161,2.3008003
50162,2.2152061
50163,2.2978888
50164,1.8879304
50165,1.2467339
50166,1.4176795
50167,1.7553003
50168,1.8840601
50169,1.2607613
50170,1.9670889
50171,2.2599616
50172,1.3802083
50173,1.9773393
50174,2.2566564
50175,1.6277375
50176,2.465445
50177,2.393582
50178,2.2093887
50179,1.9219975
50180,2.3711038
50181,1.9309332
50182,2.035848
50183,1.3479493
50184,2.3315542
50185,1.5794437
50186,2.2873466
50187,2.3345957
50188,2.2711272
50189,2.3863862
50190,2.3271515
50191,2.2510798
50192,2.1098864
50193,2.2742937
50194,1.8243263
50195,1.7925692
50196,2.0346181
50197,2.1155534
50198,1.9777415
50199,2.2017846
50200,1.857305
50201,2.5066192
50202,1.5675921
50203,1.7807758
50204,1.6329432
50205,1.3148923
50206,1.9178138
50207,2.0728817
50208,1.7982814
50209,1.7706583
50210,1.8698447
50211,1.3792129
50212,2.0737598
50213,2.2718306
50214,1.7772334
50215,1.5372217
50216,1.4184897
50217,1.3062723
50218,1.6771653
50219,2.2136757
50220,2.2469382
50221,2.0287871
50222,2.1883292
50223,1.7823074
50224,1.4985247
50225,2.2787154
50226,1.7896259
50227,2.202986
50228,1.8989613
50229,2.1532364
50230,1.7061925
50231,1.8822472
50232,2.2570448
50233,2.3354833
50234,1.8515038
50235,1.3251328
50236,1.479403
50237,1.6450951
50238,1.757432
50239,2.1462464
50240,1.7399025
50241,1.1930046
50242,2.295962
50243,1.818126
50244,1.5262959
50245,1.7046487
50246,2.4718015
50247,1.1899793
50248,2.615
50249,2.303327
50250,2.2832994
50251,1.811836
50252,2.1718597
50253,2.1321337
50254,1.8019555
50255,1.736639
50256,2.1751416
50257,2.0854077
50258,1.73896
50259,2.0169244
50260,0.9246583
50261,2.1085172
50262,1.7243736
50263,1.7227378
50264,1.3179426
50265,1.6873319
50266,1.7962582
50267,2.453998
50268,1.8158367
50269,1.5303638
50270,2.347733
50271,2.0594077
50272,2.1398938
50273,2.3636682
50274,1.8831487
50275,1.0862954
50276,2.0179799
50277,1.6733761
50278,1.5200019
50279,1.7064836
50280,2.3151066
50281,1.4468429
50282,2.2209873
50283,2.1902306
50284,1.7854161
50285,1.6147776
50286,1.9034247
50287,2.5123007
50288,2.3564675
50289,1.1693068
50290,2.0780144
50291,2.2930114
50292,1.4288063
50293,2.3821344
50294,1.6275065
50295,1.7644825
50296,2.45998
50297,1.8031502
50298,2.0861783
50299,2.2405834
50300,1.6940219
50301,1.686418
50302,2.2378438
50303,1.9648538
50304,1.8482308
50305,1.7143617
50306,1.3099313
50307,1.8707957
50308,2.1346238
50309,1.4052765
50310,2.3593705
50311,1.9642475
50312,2.206828
50313,2.2874093
50314,1.6313696
50315,1.904243
50316,1.4472861
50317,1.66117
50318,2.1140811
50319,2.087497
50320,2.0888689
50321,1.9947441
50322,2.3985078
50323,1.1421161
50324,1.8912334
50325,2.015068
50326,2.0650618
50327,1.808502
50328,1.6373074
50329,1.7969444
50330,1.8106563
50331,2.1931956
50332,1.2326226
50333,1.7271755
50334,1.7988386
50335,1.6139362
50336,2.081834
50337,1.1638582
50338,1.9927156
50339,1.7392657
50340,1.7759473
50341,1.5456767
50342,2.01588
50343,1.4007499
50344,1.8256667
50345,2.07094
50346,1.0788152
50347,2.279864
50348,2.1669157
50349,1.1215634
50350,2.1839354
50351,1.8138521
50352,1.6159265
50353,1.4391339
50354,1.4368196
50355,1.6042428
50356,2.002989
50357,1.9172351
50358,1.9103153
50359,1.7392452
50360,1.9443786
50361,1.8046906
50362,1.7745624
50363,1.8693874
50364,1.7124131
50365,1.3803139
50366,2.4019423
50367,1.6615205
50368,2.1869795
50369,2.4572895
50370,2.623383
50371,2.4251385
50372,2.0123193
50373,1.8755999
50374,1.9122019
50375,1.7447839
50376,2.2073622
50377,1.1748393
50378,2.144549
50379,1.6338992
50380,1.901072
50381,1.8409574
50382,2.2607412
50383,2.0478694
50384,1.9666955
50385,2.175734
50386,1.4440539
50387,2.4010682
50388,1.7151079
50389,2.2319438
50390,1.5669804
50391,2.1322553
50392,1.7013366
50393,1.7623243
50394,1.520349
50395,1.7636676
50396,2.4242847
50397,1.6983807
50398,1.6043665
50399,1.6592281
50400,2.2855022
50401,1.6397135
50402,1.5564573
50403,1.9236443
50404,1.9640234
50405,2.1970599
50406,2.3300214
50407,2.2244463
50408,2.0911534
50409,1.67415
50410,1.8894827
50411,2.1636617
50412,2.22722
50413,1.9912205
50414,1.4561689
50415,1.5170343
50416,1.4699752
50417,1.6389091
50418,1.8296688
50419,1.7721899
50420,1.8933394
50421,2.1874433
50422,1.7862561
50423,2.3491104
50424,1.3986962
50425,1.664705
50426,1.8716078
50427,2.0311916
50428,2.2101574
50429,2.1754615
50430,2.040816
50431,1.8360939
50432,1.6844666
50433,1.2831755
50434,2.07437
50435,2.2501574
50436,1.7427936
50437,1.9937603
50438,1.4297695
50439,1.6117637
50440,1.5892525
50441,2.3201976
50442,2.4055133
50443,1.6647818
50444,1.532958
50445,1.3276522
50446,1.7552369
50447,1.448637
50448,1.3348083
50449,2.3167832
50450,1.8695772
50451,2.4677193
50452,2.3438554
50453,2.2876246
50454,2.1359017
50455,2.052213
50456,1.5923309
50457,1.6557708
50458,1.8463242
50459,1.6655047
50460,2.2106886
50461,1.7785752
50462,2.2108102
50463,1.8136079
50464,1.5260823
50465,1.5399148
50466,1.1361451
50467,2.3037698
50468,2.039621
50469,1.4851472
50470,1.4047291
50471,1.8088138
50472,1.7425544
50473,1.5301526
50474,1.90208
50475,1.783947
50476,1.6936018
50477,2.124789
50478,2.2553916
50479,2.208185
50480,1.8025854
50481,2.1092944
50482,2.4485424
50483,1.5627773
50484,1.75949
50485,1.4850183
50486,2.1255379
50487,2.2089386
50488,1.7561722
50489,2.0633256
50490,1.700043
50491,2.326454
50492,2.2686124
50493,2.3824651
50494,2.2102666
50495,1.230483
50496,1.3598144
50497,1.7372079
50498,1.8738184
50499,1.3891358
50500,1.4852564
50501,1.5946143
50502,1.7708561
50503,1.6922908
50504,1.449693
50505,1.8995469
50506,1.722781
50507,2.2830825
50508,2.120313
50509,1.1688678
50510,1.6708436
50511,1.605511
50512,2.1537354
50513,2.3379595
