Id,y
50100,1.9372623
50101,2.1657043
50102,1.6316535
50103,2.1663394
50104,1.7749653
50105,1.6384435
50106,1.9927428
50107,2.2289398
50108,1.8261247
50109,1.9675198
50110,1.356327
50111,1.7402372
50112,1.7502384
50113,1.6634653
50114,1.8266258
50115,2.1162176
50116,1.559092
50117,1.7808328
50118,2.0369034
50119,1.6860154
50120,1.9878054
50121,2.0213747
50122,1.1315699
50123,1.83776
50124,1.3941741
50125,1.6961744
50126,1.7558334
50127,1.918838
50128,1.5485706
50129,1.9061441
50130,2.0946803
50131,1.9368958
50132,1.6552906
50133,1.7645328
50134,1.788111
50135,2.2671845
50136,1.8565483
50137,1.826829
50138,1.6275682
50139,1.6202059
50140,1.8150213
50141,2.2402697
50142,1.8933516
50143,1.6076369
50144,1.8080583
50145,2.0392811
50146,1.7771244
50147,2.1118574
50148,1.9699943
50149,1.7735181
50150,1.6411357
50151,1.6699476
50152,1.7385752
50153,2.164274
50154,1.6231799
50155,2.1569068
50156,2.1573582
50157,1.3209691
50158,1.8721921
50159,1.3736103
50160,1.727648
50161,2.2073624
50162,2.0365014
50163,2.1727443
50164,1.7393239
50165,1.6030493
50166,1.5143502
50167,1.7875199
50168,1.767487
50169,1.2169666
50170,1.9673188
50171,2.112823
50172,1.6190529
50173,2.0463002
50174,1.9286041
50175,1.3065314
50176,2.1732213
50177,2.1829886
50178,2.1645105
50179,1.9992399
50180,2.1524765
50181,1.908803
50182,2.0480247
50183,1.4315977
50184,2.174879
50185,1.5753675
50186,2.1929758
50187,2.2172265
50188,2.1955135
50189,2.1796558
50190,2.2931573
50191,2.1006
50192,2.1824057
50193,2.1459675
50194,1.7766206
50195,1.7706814
50196,1.9601135
50197,1.7855253
50198,2.0719233
50199,2.1494374
50200,1.7961733
50201,2.274617
50202,1.5567389
50203,1.858568
50204,1.4169502
50205,1.4951491
50206,2.0718896
50207,1.9653449
50208,1.6248922
50209,1.4165161
50210,1.913626
50211,1.328908
50212,1.9020398
50213,2.1383438
50214,1.7851279
50215,1.6169226
50216,1.3543115
50217,1.4967322
50218,1.871136
50219,2.1440258
50220,1.9649997
50221,2.122429
50222,2.1288648
50223,1.8616514
50224,1.6469221
50225,2.2359867
50226,1.7404745
50227,2.2170608
50228,1.761765
50229,2.1528845
50230,1.7480459
50231,1.8515742
50232,2.1055915
50233,2.1622863
50234,1.7910068
50235,1.5377035
50236,1.6494458
50237,1.7613976
50238,1.8440964
50239,2.009503
50240,1.7754066
50241,1.3031602
50242,2.2154775
50243,1.9009132
50244,1.572046
50245,1.8178675
50246,2.1489234
50247,1.337301
50248,2.3188488
50249,2.2546902
50250,2.1128364
50251,1.7611091
50252,2.007207
50253,2.1563215
50254,1.8491518
50255,1.8227968
50256,2.1438074
50257,1.880321
50258,1.7879655
50259,1.984756
50260,1.1880608
50261,1.9418259
50262,1.8513796
50263,1.5452981
50264,1.3462272
50265,1.7678142
50266,1.849433
50267,2.1983705
50268,1.8340735
50269,1.6216531
50270,2.2030113
50271,2.085296
50272,2.1533704
50273,2.098765
50274,1.9989498
50275,1.3993578
50276,1.9150596
50277,1.8542979
50278,1.6341865
50279,1.6255593
50280,2.1409552
50281,1.4504933
50282,2.1518686
50283,2.0833695
50284,1.7361825
50285,1.5321851
50286,1.8927696
50287,2.3202384
50288,2.1835854
50289,1.4646649
50290,2.0912747
50291,2.04294
50292,1.7569754
50293,2.153845
50294,1.7247782
50295,1.7610459
50296,2.2688406
50297,1.6735051
50298,2.0216322
50299,2.196334
50300,1.8780181
50301,1.7672067
50302,2.1801324
50303,2.131742
50304,1.8780556
50305,0.73821497
50306,1.3133736
50307,1.903213
50308,1.9126873
50309,1.4135404
50310,2.1874511
50311,1.9231119
50312,2.087626
50313,2.1695313
50314,1.5613258
50315,1.8747702
50316,1.5476282
50317,1.5428629
50318,2.0051608
50319,1.9034171
50320,2.0153158
50321,2.012444
50322,2.2352843
50323,1.3544619
50324,1.8137076
50325,2.0690842
50326,2.0437381
50327,1.8990669
50328,1.8294568
50329,1.9063649
50330,1.9280875
50331,1.9033544
50332,1.576658
50333,1.6330318
50334,1.5868809
50335,1.6847007
50336,2.0763218
50337,1.265239
50338,1.9224749
50339,1.9227335
50340,1.7737322
50341,1.6035535
50342,2.0002618
50343,1.3411136
50344,1.9644828
50345,2.0225947
50346,1.38978
50347,2.190701
50348,1.9221585
50349,1.3828166
50350,2.1676142
50351,1.8566165
50352,1.5888841
50353,1.5475447
50354,1.6589637
50355,1.6093602
50356,2.123926
50357,1.9938173
50358,1.9692326
50359,1.792067
50360,2.1487548
50361,2.0106516
50362,1.8333881
50363,1.7551124
50364,1.8986664
50365,1.5015135
50366,2.1580944
50367,1.659097
50368,2.1943057
50369,2.2641869
50370,2.304544
50371,2.1561313
50372,1.8927705
50373,1.820401
50374,1.9702725
50375,1.7828138
50376,2.0566473
50377,1.3580699
50378,2.1555922
50379,1.6004021
50380,1.9821367
50381,1.6164212
50382,2.086299
50383,2.0621653
50384,2.1264033
50385,1.892704
50386,1.305893
50387,2.0094109
50388,1.8165493
50389,2.1475508
50390,1.5954154
50391,2.139389
50392,1.7934449
50393,1.7572646
50394,1.6696846
50395,1.5714245
50396,2.1512246
50397,1.6842897
50398,1.4255278
50399,1.9511044
50400,2.2392833
50401,1.5907578
50402,1.7029736
50403,2.0800917
50404,2.0192916
50405,2.1396956
50406,2.1879697
50407,2.0836787
50408,2.0530808
50409,1.5146606
50410,1.7675612
50411,1.9868054
50412,2.1295667
50413,1.8296525
50414,1.7608762
50415,1.7783897
50416,1.700192
50417,1.7892308
50418,1.9256203
50419,1.7708876
50420,1.9240003
50421,2.1785827
50422,1.8711102
50423,2.1937778
50424,1.4477172
50425,1.7976677
50426,1.8335502
50427,2.1477659
50428,2.2022047
50429,1.9363179
50430,2.0946076
50431,1.9364102
50432,1.7297168
50433,1.428011
50434,2.0675876
50435,2.2741172
50436,1.7823629
50437,1.966433
50438,1.4144125
50439,1.7889304
50440,1.4647117
50441,2.1905212
50442,2.214584
50443,1.760386
50444,1.6994994
50445,1.5129294
50446,1.8004081
50447,1.4444132
50448,1.2680554
50449,2.163366
50450,1.9264421
50451,2.1534934
50452,2.2096703
50453,2.1734505
50454,2.1093817
50455,1.9010124
50456,1.714433
50457,1.7166715
50458,1.73951
50459,1.6226566
50460,2.0109062
50461,1.8402457
50462,2.1674354
50463,1.8509231
50464,1.452328
50465,1.5895481
50466,1.1664724
50467,2.1806197
50468,2.0993905
50469,1.586493
50470,1.4332471
50471,1.931571
50472,1.7678342
50473,1.7345712
50474,1.7480996
50475,1.3890285
50476,1.5898087
50477,2.1898065
50478,2.1408114
50479,2.1559608
50480,1.7851477
50481,2.1960356
50482,2.3108099
50483,1.7990556
50484,1.5269678
50485,1.5408304
50486,2.0408137
50487,2.0269744
50488,1.8552146
50489,1.9720187
50490,1.803395
50491,2.1810505
50492,2.1930318
50493,2.1282144
50494,2.209465
50495,1.3263614
50496,1.4012806
50497,1.8636754
