Id,y
50100,1.8077868359047087
50101,1.9352558229580783
50102,1.841600250786305
50103,1.8298436795293889
50104,1.8341346991327567
50105,1.8464626002101128
50106,1.9064313241291948
50107,1.7884994982133888
50108,1.889287849905068
50109,1.8658750246501563
50110,1.887666208574681
50111,1.8146111962803582
50112,1.8315859361044735
50113,1.828322592658366
50114,1.8142977589792635
50115,1.8136514222314768
50116,1.8424078663272012
50117,1.8438745106989816
50118,1.8085420222651645
50119,1.8221003712639299
50120,1.8024699212815154
50121,1.8951481636845848
50122,1.8858218639023776
50123,1.8567622300809485
50124,1.894108886496985
50125,1.7859931408087044
50126,1.8413280989245215
50127,1.8177827290577606
50128,1.8605370093852598
50129,1.8606390407224054
50130,1.8197330664366607
50131,1.861943394965758
50132,1.812002485017093
50133,1.8159565567046645
50134,1.815918027500706
50135,1.8157067067861703
50136,1.8631270843278969
50137,1.8303565956980221
50138,1.8987522209755248
50139,1.8453946392841578
50140,1.8681302305477303
50141,1.8516626431053105
50142,1.8604744905900181
50143,1.8233129012979052
50144,1.8621134157940615
50145,1.8311141632192836
50146,1.7789785360643926
50147,1.8407034904549038
50148,1.8521222472903642
50149,1.8333734924287166
50150,1.8596015940171735
50151,1.8729440274351439
50152,1.8293740179209288
50153,1.989481737313764
50154,1.8448002768062857
50155,1.8678151823787705
50156,1.8139057288579412
50157,1.7939968010499379
50158,1.8460990964795885
50159,1.8877468179421262
50160,1.8635555833570623
50161,1.8270163945996192
50162,1.8990600351142126
50163,1.8076684319205287
50164,1.8592647434034566
50165,1.7877623459039425
50166,1.82834704727778
50167,1.7876672475423112
50168,1.8697637488725363
50169,1.8413855943570574
50170,1.8116541626043983
50171,1.8711984529955321
50172,1.86004554063022
50173,1.8564458549131766
50174,1.8006334644519157
50175,1.8880446517144711
50176,1.8163592840461447
50177,1.8300344227584555
50178,1.8875253556671179
50179,1.8616133215568391
50180,1.9013229389620485
50181,1.81340561329052
50182,1.8012363415934294
50183,1.8431660385997493
50184,1.7984961596231823
50185,1.8667910397424046
50186,1.8415309827177304
