Id,y
50100,1.9494495
50101,2.32156
50102,1.5353239
50103,2.2412229
50104,1.6024601
50105,1.5744796
50106,2.066562
50107,2.2873445
50108,1.9471867
50109,1.9965885
50110,1.5070529
50111,1.6867356
50112,1.5164399
50113,1.512584
50114,2.0157955
50115,2.1630466
50116,1.624984
50117,1.8957644
50118,2.1406808
50119,1.7157433
50120,1.9767337
50121,2.2896917
50122,1.0419335
50123,1.8879988
50124,1.4966996
50125,2.0518453
50126,1.571285
50127,1.8712003
50128,1.5794497
50129,2.0457058
50130,2.0310624
50131,2.1688735
50132,1.6607826
50133,1.7284532
50134,1.8624296
50135,2.2324874
50136,1.4791911
50137,1.953325
50138,1.6106391
50139,1.7849483
50140,2.2231607
50141,2.271361
50142,1.9779818
50143,1.3826411
50144,1.7882981
50145,2.2357469
50146,1.6646049
50147,2.2886653
50148,1.8903074
50149,1.5644767
50150,1.4983523
50151,1.6541142
50152,1.5004408
50153,2.0961034
50154,1.8105032
50155,2.3317606
50156,2.0047898
50157,1.0520582
50158,2.00174
50159,1.263385
50160,1.7333632
50161,2.3291016
50162,2.0804894
50163,2.1251159
50164,1.7041273
50165,1.2604568
50166,1.4466207
50167,1.8658586
50168,1.7356904
50169,1.178205
50170,2.0459592
50171,2.0806
50172,1.5687013
50173,1.976294
50174,1.9842169
50175,1.691298
50176,2.301176
50177,2.3745174
50178,2.2746563
50179,1.9664817
50180,2.258173
50181,1.9249873
50182,2.2193573
50183,1.3167391
50184,2.3483915
50185,1.5832565
50186,2.280155
50187,2.3579001
50188,2.1360502
50189,2.2728693
50190,2.3727257
50191,2.022089
50192,1.9761493
50193,2.209138
50194,1.6729324
50195,1.6663246
50196,2.2006814
50197,1.9737041
50198,2.0480037
50199,2.3043182
50200,1.7725148
50201,2.4913373
50202,1.6483366
50203,1.7145913
50204,1.5545208
50205,1.4497268
50206,1.8102655
50207,2.1761148
50208,1.5096767
50209,1.938123
50210,1.8147306
50211,1.3863652
50212,2.1162722
50213,2.4010656
50214,1.8351786
50215,1.4220176
50216,1.4787595
50217,1.6175826
50218,1.8436558
50219,2.1563787
50220,2.0899596
50221,2.1925726
50222,2.0662432
50223,1.9906204
50224,1.5785193
50225,2.2547157
50226,1.8996122
50227,2.1917412
50228,1.6674833
50229,2.2203605
50230,1.7420282
50231,1.934268
50232,1.9729395
50233,2.3880281
50234,1.6431284
50235,1.5316303
50236,1.6405404
50237,1.6699128
50238,1.7116103
50239,2.1139753
50240,1.9237244
50241,1.1813049
50242,2.2454247
50243,1.7457414
50244,1.3668962
50245,1.8836961
50246,2.0999472
50247,1.162019
50248,2.6124687
50249,2.296416
50250,2.2533276
50251,1.5492146
50252,2.2870774
50253,1.9586523
50254,1.7491179
50255,1.7143962
50256,2.0902474
50257,1.7570946
50258,1.6005862
50259,2.086912
50260,0.93147516
50261,2.171254
50262,1.8759995
50263,1.66103
50264,1.1713645
50265,1.7996199
50266,1.7684321
50267,2.26005
50268,1.6938827
50269,1.6362484
50270,2.3107347
50271,2.0110104
50272,2.0462282
50273,2.151062
