Id,y
50100,2.0759919
50101,2.1194348
50102,1.6552012
50103,2.2909667
50104,1.5374274
50105,1.6134126
50106,1.7491963
50107,2.1602385
50108,2.0045128
50109,1.9947102
50110,1.556323
50111,1.6531029
50112,1.4741387
50113,1.9346259
50114,1.4477594
50115,1.8902533
50116,1.4675546
50117,1.9227469
50118,2.1678631
50119,1.8869681
50120,2.0920317
50121,2.1675498
50122,1.1685324
50123,2.2189329
50124,1.4513767
50125,1.9105778
50126,1.6021914
50127,1.7355945
50128,1.6672268
50129,1.7179892
50130,1.934752
50131,1.9115527
50132,1.7340288
50133,1.7584908
50134,1.9545648
50135,2.2057455
50136,1.9291422
50137,1.7830391
50138,1.4370818
50139,2.1297493
50140,2.153616
50141,2.2077484
50142,1.4488995
50143,1.3802407
50144,1.8623488
50145,2.0263467
50146,1.9589186
50147,2.2132196
50148,1.7652268
50149,1.6588054
50150,1.5739965
50151,1.4534891
50152,1.5888612
50153,2.0532131
50154,1.8490009
50155,2.1223047
50156,1.9431853
50157,1.3689868
50158,2.2615306
50159,1.295768
50160,1.8280542
50161,2.104255
50162,1.9209421
50163,1.817574
50164,1.9450557
50165,1.7092743
50166,1.3261907
50167,1.7025175
50168,1.7175951
50169,1.2975659
50170,1.8594246
50171,2.318264
50172,1.6702526
50173,1.8677678
50174,2.1642776
50175,1.3424911
50176,2.1925278
50177,2.2400322
50178,2.2816668
50179,1.8881593
50180,2.0425165
50181,1.78287
50182,2.104832
50183,1.7405362
50184,2.1418672
50185,1.82306
50186,2.0527678
50187,2.213785
50188,2.5796204
50189,2.1137784
50190,2.2027593
50191,2.2131402
50192,2.142101
50193,1.940836
50194,1.9274883
50195,1.7540419
50196,2.4302168
50197,1.7844679
50198,2.0614405
50199,2.2036262
50200,1.6623156
50201,2.283598
50202,1.5448713
50203,2.1088684
50204,1.5883961
50205,1.2273147
50206,1.8307397
50207,1.8163714
50208,2.1670349
50209,1.4876928
50210,1.8414495
50211,1.770385
50212,1.9288344
50213,2.4972446
50214,1.7954094
50215,1.6532245
50216,1.1848173
50217,2.1707633
50218,1.7316649
50219,1.860404
50220,1.9825499
50221,1.9724772
50222,2.2737615
50223,1.9329796
50224,1.3368983
50225,1.9312778
50226,2.0137649
50227,1.9697199
50228,1.4954987
50229,1.9827421
50230,2.1534467
50231,1.8715641
50232,2.0909896
50233,2.3266823
50234,1.2711284
50235,1.5693069
50236,1.71528
50237,1.6107845
50238,1.9901333
50239,2.0924778
50240,2.1529214
50241,1.1696019
50242,2.070405
50243,1.6716964
50244,1.1094363
50245,1.818141
50246,1.8738089
50247,1.4522817
50248,2.2345974
50249,1.9478891
50250,2.3305943
50251,1.6916404
50252,2.3711643
50253,1.9016669
50254,1.4647648
50255,1.6310606
50256,2.1426535
50257,1.8310432
50258,1.5866282
50259,2.2262468
50260,1.0038264
50261,1.6905673
50262,1.9339254
50263,2.1195772
50264,1.4714224
50265,2.156151
50266,2.1185038
50267,1.9566939
50268,2.0907373
50269,1.5414467
50270,1.8408811
50271,2.2507298
50272,2.3327718
50273,1.9450154
50274,2.1149585
50275,1.6850553
50276,2.3689187
50277,1.5179472
50278,1.5676081
50279,1.7647045
50280,1.8470821
50281,1.5946035
50282,2.0385394
