Id,y
50100,1.8631139
50101,2.374043
50102,1.5237024
50103,2.4798112
50104,1.6221688
50105,1.5210912
50106,2.1020756
50107,2.3361208
50108,1.9969797
50109,1.9063776
50110,1.5738165
50111,1.7715864
50112,1.4805427
50113,1.5429578
50114,1.8779204
50115,2.1105604
50116,1.523032
50117,1.6807418
50118,2.1695914
50119,1.7205789
50120,2.0906997
50121,2.2865274
50122,0.98514557
50123,1.8777194
50124,1.76127
50125,2.0161164
50126,1.5162342
50127,1.8512902
50128,1.3705101
50129,2.1214287
50130,1.9366596
50131,2.1161842
50132,1.6194348
50133,1.7541871
50134,1.7460449
50135,2.3514853
50136,1.6348939
50137,1.8243921
50138,1.7206619
50139,1.6287003
50140,2.2465632
50141,2.445298
50142,1.9313271
50143,1.2911994
50144,1.693131
50145,2.247198
50146,1.7938166
50147,2.3860052
50148,1.890377
50149,1.6698074
50150,1.4077835
50151,1.490159
50152,1.5088987
50153,2.0699058
50154,1.5123012
50155,2.3408706
50156,1.8187983
50157,0.9554553
50158,1.9416795
50159,1.1101727
50160,1.6762896
50161,2.2148037
50162,2.2290936
50163,2.2636027
50164,1.6972909
50165,1.3857229
50166,1.4110258
50167,1.7383654
50168,1.4658189
50169,1.0439796
50170,1.900111
50171,2.0227137
50172,1.4148219
50173,2.061911
50174,2.1459186
50175,1.5255806
50176,2.4125957
50177,2.3367224
50178,2.111699
50179,1.8896468
50180,2.4541116
50181,1.9153337
50182,2.0562823
50183,1.4954801
50184,2.442107
50185,1.3203204
50186,2.2759075
50187,2.2845657
50188,2.3760717
50189,2.5273023
50190,2.3311439
50191,2.0309289
50192,2.1824381
50193,2.0830948
50194,1.7970645
50195,1.7200832
50196,2.251706
50197,2.1181738
50198,2.1903908
50199,2.2671494
50200,1.7200394
50201,2.5422072
50202,1.5583985
50203,1.6262338
50204,1.5440674
50205,1.4283035
50206,1.811749
50207,2.055647
50208,1.5663674
50209,1.6718192
50210,1.9222207
50211,1.3142476
50212,2.235443
50213,2.1841018
50214,1.9358726
50215,1.6081657
50216,1.3960967
50217,1.7598314
50218,1.6377363
50219,2.177884
50220,2.1519818
50221,2.1273324
50222,2.1694355
50223,1.855268
50224,1.5401073
50225,2.2666812
50226,1.7509372
50227,2.322421
50228,1.7497005
50229,2.0922713
50230,1.852715
50231,1.8969586
50232,2.2331653
50233,2.4690104
50234,1.6815655
50235,1.4450407
